requirement_id,domain,release_priority,normalized_requirement,stage10_artifacts,stage10_status,test_contract_status,notes
PRD-HIST-004,Dashboards & history,P0,Event history should not expose every routine daily HP delta; meaningful health transitions are the required user-facing events.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-ANL-001,Dashboards & history,P0,Company analytics visible to ordinary employees is aggregate/anonymous and must not expose identifying raw task data.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/ROUTE_MAP.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-DIR-001,Dashboards & history,P0,"Director Dashboard covers authorized headcount, Total/Average Score, directorate rank, task dynamics, C1–C5, top tools/categories, goals and employee score/activity list.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-DIR-002,Dashboards & history,P0,Director can drill down to employee profile and concrete task inside own directorate.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-DIR-003,Dashboards & history,P0,Do not invent a standalone Director 'risks/attention' block not defined by Product.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-EXEC-001,Dashboards & history,P0,"Executive Dashboard covers company headcount, task count, average Score/employee, activity dynamics, C1–C5, top tools/categories, goals and directorate ranking.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-EXEC-002,Dashboards & history,P0,Executive drilldown is company → directorate → employee → task.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-ADMIN-001,Dashboards & history,P0,"Admin modules cover employees/roles, directorates/directors, block/unblock/hide, calendar, taxonomy, AI tools/unrecognized tools, exports, technical scoring trace and audit logs.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-TAX-001,"Taxonomy, tools & operations",P0,Task taxonomy has two managed levels Category → Subcategory plus free tags.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-TAX-002,"Taxonomy, tools & operations",P0,AI selects from the managed category/subcategory dictionary and must not create categories itself.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-TAX-003,"Taxonomy, tools & operations",P0,"Admin may add, rename and deactivate taxonomy entries; historical tasks are not automatically reclassified.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-TAX-004,"Taxonomy, tools & operations",P0,Each task version records taxonomy_version; editing an old task classifies the new version with current taxonomy.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-TAX-005,"Taxonomy, tools & operations",P0,Top-level taxonomy begins with the Product v1.0 category set; subcategory depth remains two managed levels.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-TOOL-001,"Taxonomy, tools & operations",P0,AI tools use a centralized directory with canonical name and aliases.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-TOOL-002,"Taxonomy, tools & operations",P0,"A task may reference multiple tools and, when explicitly inferable, stores primary tool, tool role and usage order.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-TOOL-003,"Taxonomy, tools & operations",P0,Unrecognized tool name is preserved and does not block the task; Admin may add it later.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-TOOL-004,"Taxonomy, tools & operations",P0,Tool model/version inside an AI service is not a required tracked field.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-NOTIF-001,"Taxonomy, tools & operations",P0,MVP notifications are in-app only.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/ROUTE_MAP.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-NOTIF-002,"Taxonomy, tools & operations",P0,"Notification domains include pet health, Monthly Goals, streak, progress events and limited leaderboard events.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/ROUTE_MAP.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-ADMIN-002,"Taxonomy, tools & operations",P0,"Admin can manage directorates, transfers, directors, system role/status, block/unblock, exceptional manual employees and personnel corrections.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-ADMIN-003,"Taxonomy, tools & operations",P0,"Administrative changes are auditable with actor, action, entity, old value, new value and timestamp.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-CAL-001,"Taxonomy, tools & operations",P0,"A single corporate calendar defines weekends, official holidays and manually added company non-working days.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-EXP-001,"Taxonomy, tools & operations",P0,Exports support XLSX and CSV with role-based scope.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-EXP-002,"Taxonomy, tools & operations",P0,"Task-level export can represent current task version or, in audit mode, a specific historical version.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-ART-001,Visual & interaction,P0,Visual concept = Modern Airport Companion: near-realistic Pulkovo world + Lyuboznayka emotional focus + strict modern airport-inspired UI + restrained gamification.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-ART-002,Visual & interaction,P0,Product should feel youthful/alive but not childish; playful emotionally but strict functionally; bright but not acidic/free-to-play.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-ART-003,Visual & interaction,P0,Do not use a domestic cozy-room concept or home décor as the primary environment.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-ART-004,Visual & interaction,P0,Retro digital-toy references are secondary only; no pixel/LCD/plastic-console identity as core UI.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-MASCOT-001,Visual & interaction,P0,Canonical mascot is the exact approved user-supplied JPEG; derivatives must preserve that identity.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-MASCOT-002,Visual & interaction,P0,"Mascot invariants: compact rounded body, huge glossy dark eyes, tiny beak, cream-white soft fur/feathers, warm beige/light-brown accents, short limbs, gentle curious expression.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-MASCOT-003,Visual & interaction,P0,Mascot rendering is semi/near-realistic stylized 3D; it must not become a realistic owl or flat cartoon.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-MASCOT-004,Visual & interaction,P0,Home is mascot-first; functional screens are function-first and must not decorate every control with mascot imagery.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-MASCOT-005,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Do not use a persistent first-person mascot speech bubble on Home; ambient copy remains deferrable.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-WORLD-001,Visual & interaction,P0,Environment source of truth is the approved Pulkovo terminal-interior composition.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-WORLD-002,Visual & interaction,P0,"Pulkovo cues: tall bright terminal, warm faceted/golden ceiling, structural supports, glazing/daylight, reflective floor, airport counters/screens/passenger context and restrained people.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-WORLD-003,Visual & interaction,P0,Lyuboznayka remains foreground emotional focus; environment must not overpower it.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-WORLD-004,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Day lighting is implementation baseline; morning/evening/night remain derivative states.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-HOME-001,Visual & interaction,P0,AI-задача UI semantics = completed AI-assisted work case; no future to-do lifecycle.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-HOME-002,Visual & interaction,P0,Mobile bottom navigation = Главная / История / Рейтинг / Профиль.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-HOME-003,Visual & interaction,P0,Home primary CTA = «Добавить AI-задачу».,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-HOME-004,Visual & interaction,P0,Annual Score/rank is not persistently displayed on Home; use Rating/Profile contexts.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-HOME-005,Visual & interaction,P0,Evolution XP is not persistently displayed on Home; use Profile/Evolution/result contexts.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-HOME-006,Visual & interaction,P0,Home shows compact Monthly Goals progress only; full detail is elsewhere.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-HOME-007,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Home health presentation baseline = mascot state + detail-on-demand; no persistent numeric HP bar.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-HOME-008,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Do not add permanent feed/play/learn/rest-style game-button row on Home.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-DS-001,Visual & interaction,P0,"Functional UI is light, strict, modern, airport-inspired with restrained amber/gold accent.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-DS-002,Visual & interaction,P0,Functional UX/readability takes priority over decorative 3D/gamification.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-DS-003,Visual & interaction,P0,Use current Stage-20 token/component handoff rather than legacy component values.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
