requirement_id,feature_group_id,priority,critical,test_ids,suite_id,acceptance_coverage,automation_target,external_evidence,source_file,source_section,notes
PRD-GOAL-001,FG-GOALS,P0,YES,REQT-PRD-GOAL-001,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,Automated acceptance test required before release candidate.
PRD-GOAL-002,FG-GOALS,P0,YES,REQT-PRD-GOAL-002,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,Automated acceptance test required before release candidate.
PRD-GOAL-003,FG-GOALS,P0,YES,REQT-PRD-GOAL-003,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,Automated acceptance test required before release candidate.
PRD-GOAL-004,FG-GOALS,P0,YES,REQT-PRD-GOAL-004,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,Automated acceptance test required before release candidate.
PRD-GOAL-005,FG-GOALS,P0,YES,REQT-PRD-GOAL-005,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,Automated acceptance test required before release candidate.
PRD-GOAL-006,FG-GOALS,P0,YES,REQT-PRD-GOAL-006,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.2,Automated acceptance test required before release candidate.
PRD-GOAL-007,FG-GOALS,P0,YES,REQT-PRD-GOAL-007,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.2,Automated acceptance test required before release candidate.
PRD-GOAL-008,FG-GOALS,P0,YES,REQT-PRD-GOAL-008,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,Automated acceptance test required before release candidate.
PRD-GOAL-009,FG-GOALS,P0,YES,REQT-PRD-GOAL-009,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,Automated acceptance test required before release candidate.
PRD-GOAL-010,FG-GOALS,P0,YES,REQT-PRD-GOAL-010,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,Automated acceptance test required before release candidate.
PRD-GOAL-011,FG-GOALS,P0,YES,REQT-PRD-GOAL-011,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,Automated acceptance test required before release candidate.
PRD-GOAL-012,FG-GOALS,P0,YES,REQT-PRD-GOAL-012,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4,Automated acceptance test required before release candidate.
PRD-GOAL-013,FG-GOALS,P0,YES,REQT-PRD-GOAL-013,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4,Automated acceptance test required before release candidate.
PRD-GOAL-014,FG-GOALS,P0,YES,REQT-PRD-GOAL-014,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4,Automated acceptance test required before release candidate.
PRD-GOAL-015,FG-GOALS,P0,YES,REQT-PRD-GOAL-015,QA-S05,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4; §29,Automated acceptance test required before release candidate.
PRD-RANK-001,FG-RATING,P0,YES,REQT-PRD-RANK-001,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,Automated acceptance test required before release candidate.
PRD-RANK-002,FG-RATING,P0,YES,REQT-PRD-RANK-002,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,Automated acceptance test required before release candidate.
PRD-RANK-003,FG-RATING,P0,YES,REQT-PRD-RANK-003,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,Automated acceptance test required before release candidate.
PRD-RANK-004,FG-RATING,P0,YES,REQT-PRD-RANK-004,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,Automated acceptance test required before release candidate.
PRD-RANK-005,FG-RATING,P0,YES,REQT-PRD-RANK-005,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.2,Automated acceptance test required before release candidate.
PRD-RANK-006,FG-RATING,P0,YES,REQT-PRD-RANK-006,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.2,Automated acceptance test required before release candidate.
PRD-RANK-007,FG-RATING,P0,YES,REQT-PRD-RANK-007,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.2,Automated acceptance test required before release candidate.
PRD-RANK-008,FG-RATING,P0,YES,REQT-PRD-RANK-008,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.3,Automated acceptance test required before release candidate.
PRD-RANK-009,FG-RATING,P0,YES,REQT-PRD-RANK-009,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.3,Automated acceptance test required before release candidate.
PRD-RANK-010,FG-RATING,P0,YES,REQT-PRD-RANK-010,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.3,Automated acceptance test required before release candidate.
PRD-PRIV-001,FG-RATING,P0,YES,REQT-PRD-PRIV-001,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,Automated acceptance test required before release candidate.
PRD-PRIV-002,FG-RATING,P0,YES,REQT-PRD-PRIV-002,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,Automated acceptance test required before release candidate.
PRD-PRIV-003,FG-RATING,P0,YES,REQT-PRD-PRIV-003,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,Automated acceptance test required before release candidate.
PRD-PRIV-004,FG-RATING,P0,YES,REQT-PRD-PRIV-004,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,Automated acceptance test required before release candidate.
PRD-PRIV-005,FG-RATING,P0,YES,REQT-PRD-PRIV-005,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,Automated acceptance test required before release candidate.
PRD-PRIV-006,FG-RATING,P0,YES,REQT-PRD-PRIV-006,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,Automated acceptance test required before release candidate.
PRD-PRIV-007,FG-RATING,P0,YES,REQT-PRD-PRIV-007,QA-S06,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,Automated acceptance test required before release candidate.
PRD-DASH-001,FG-EMPLOYEE,P0,YES,REQT-PRD-DASH-001,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,Automated acceptance test required before release candidate.
PRD-DASH-002,FG-EMPLOYEE,P0,YES,REQT-PRD-DASH-002,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,Automated acceptance test required before release candidate.
PRD-DASH-003,FG-EMPLOYEE,P0,YES,REQT-PRD-DASH-003,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,Automated acceptance test required before release candidate.
PRD-DASH-004,FG-EMPLOYEE,P0,YES,REQT-PRD-DASH-004,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,Automated acceptance test required before release candidate.
PRD-DASH-005,FG-EMPLOYEE,P0,YES,REQT-PRD-DASH-005,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,Automated acceptance test required before release candidate.
PRD-DASH-006,FG-EMPLOYEE,P0,YES,REQT-PRD-DASH-006,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,Automated acceptance test required before release candidate.
PRD-DASH-007,FG-EMPLOYEE,P0,YES,REQT-PRD-DASH-007,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,Automated acceptance test required before release candidate.
PRD-DASH-008,FG-EMPLOYEE,P0,YES,REQT-PRD-DASH-008,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.2,Automated acceptance test required before release candidate.
PRD-HIST-001,FG-EMPLOYEE,P0,YES,REQT-PRD-HIST-001,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.3,Automated acceptance test required before release candidate.
PRD-HIST-002,FG-EMPLOYEE,P0,YES,REQT-PRD-HIST-002,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.3,Automated acceptance test required before release candidate.
PRD-HIST-003,FG-EMPLOYEE,P0,YES,REQT-PRD-HIST-003,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.3,Automated acceptance test required before release candidate.
PRD-HIST-004,FG-EMPLOYEE,P0,YES,REQT-PRD-HIST-004,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.3,Automated acceptance test required before release candidate.
PRD-ANL-001,FG-EMPLOYEE,P0,YES,REQT-PRD-ANL-001,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§16,Automated acceptance test required before release candidate.
PRD-DIR-001,FG-MGMT,P0,YES,REQT-PRD-DIR-001,QA-S08,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§17.1,Automated acceptance test required before release candidate.
PRD-DIR-002,FG-MGMT,P0,YES,REQT-PRD-DIR-002,QA-S08,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§17.1,Automated acceptance test required before release candidate.
PRD-DIR-003,FG-MGMT,P0,YES,REQT-PRD-DIR-003,QA-S08,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§17.1,Automated acceptance test required before release candidate.
PRD-EXEC-001,FG-MGMT,P0,YES,REQT-PRD-EXEC-001,QA-S08,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§17.2,Automated acceptance test required before release candidate.
PRD-EXEC-002,FG-MGMT,P0,YES,REQT-PRD-EXEC-002,QA-S08,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§17.2,Automated acceptance test required before release candidate.
PRD-ADMIN-001,FG-ADMIN,P0,YES,REQT-PRD-ADMIN-001,QA-S08,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§17.3; §21,Automated acceptance test required before release candidate.
PRD-TAX-001,FG-DIRECTORY,P0,YES,REQT-PRD-TAX-001,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§18.1,Automated acceptance test required before release candidate.
PRD-TAX-002,FG-DIRECTORY,P0,YES,REQT-PRD-TAX-002,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§18.1,Automated acceptance test required before release candidate.
PRD-TAX-003,FG-DIRECTORY,P0,YES,REQT-PRD-TAX-003,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§18.1,Automated acceptance test required before release candidate.
PRD-TAX-004,FG-DIRECTORY,P0,YES,REQT-PRD-TAX-004,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§18.1,Automated acceptance test required before release candidate.
PRD-TAX-005,FG-DIRECTORY,P0,YES,REQT-PRD-TAX-005,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§18.1,Automated acceptance test required before release candidate.
PRD-TOOL-001,FG-DIRECTORY,P0,YES,REQT-PRD-TOOL-001,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§18.2,Automated acceptance test required before release candidate.
PRD-TOOL-002,FG-DIRECTORY,P0,YES,REQT-PRD-TOOL-002,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§18.2,Automated acceptance test required before release candidate.
PRD-TOOL-003,FG-DIRECTORY,P0,YES,REQT-PRD-TOOL-003,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§18.2,Automated acceptance test required before release candidate.
PRD-TOOL-004,FG-DIRECTORY,P0,YES,REQT-PRD-TOOL-004,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§18.2,Automated acceptance test required before release candidate.
PRD-NOTIF-001,FG-NOTIF,P0,YES,REQT-PRD-NOTIF-001,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§19.1,Automated acceptance test required before release candidate.
PRD-NOTIF-002,FG-NOTIF,P0,YES,REQT-PRD-NOTIF-002,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§19.1,Automated acceptance test required before release candidate.
PRD-ADMIN-002,FG-ADMIN,P0,YES,REQT-PRD-ADMIN-002,QA-S08,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§21.2,Automated acceptance test required before release candidate.
PRD-ADMIN-003,FG-ADMIN,P0,YES,REQT-PRD-ADMIN-003,QA-S08,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§21.2,Automated acceptance test required before release candidate.
PRD-CAL-001,FG-ADMIN,P0,YES,REQT-PRD-CAL-001,QA-S08,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§21.3,Automated acceptance test required before release candidate.
PRD-EXP-001,FG-EXPORT,P0,YES,REQT-PRD-EXP-001,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§22,Automated acceptance test required before release candidate.
PRD-EXP-002,FG-EXPORT,P0,YES,REQT-PRD-EXP-002,QA-S09,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§22.1,Automated acceptance test required before release candidate.
PRD-DATA-001,FG-DATA,P0,YES,REQT-PRD-DATA-001,QA-S10,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§21; §23,Automated acceptance test required before release candidate.
PRD-DATA-002,FG-DATA,P0,YES,REQT-PRD-DATA-002,QA-S10,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§23; §24,Automated acceptance test required before release candidate.
PRD-DATA-003,FG-DATA,P0,YES,REQT-PRD-DATA-003,QA-S10,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§23.9,Automated acceptance test required before release candidate.
PRD-DATA-004,FG-DATA,P0,YES,REQT-PRD-DATA-004,QA-S10,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§23.10,Automated acceptance test required before release candidate.
PRD-DATA-005,FG-DATA,P0,YES,REQT-PRD-DATA-005,QA-S10,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§23.11; Appendix C,Automated acceptance test required before release candidate.
PRD-DATA-006,FG-DATA,P0,YES,REQT-PRD-DATA-006,QA-S10,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§23.12,Automated acceptance test required before release candidate.
PRD-DATA-007,FG-DATA,P0,YES,REQT-PRD-DATA-007,QA-S10,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§23.13,Automated acceptance test required before release candidate.
PRD-AUDIT-001,FG-DATA,P0,YES,REQT-PRD-AUDIT-001,QA-S10,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§24; Appendix C,Automated acceptance test required before release candidate.
PRD-AUDIT-002,FG-DATA,P0,YES,REQT-PRD-AUDIT-002,QA-S10,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,Appendix C,Automated acceptance test required before release candidate.
PRD-AUDIT-003,FG-DATA,P0,YES,REQT-PRD-AUDIT-003,QA-S10,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,Appendix C,Automated acceptance test required before release candidate.
PRD-EXT-001,FG-INTEGRATIONS,P0_EXTERNAL_INTEGRATION,YES,REQT-PRD-EXT-001,QA-S11,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,TZ_AI_Tamagotchi_v1.0 (1).docx,§25; §5 Security note,Mock contract mandatory; real adapter requires authorized sandbox/production evidence.
PRD-EXT-002,FG-INTEGRATIONS,P0_EXTERNAL_INTEGRATION,YES,REQT-PRD-EXT-002,QA-S11,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,TZ_AI_Tamagotchi_v1.0 (1).docx,§25; Readiness,Mock contract mandatory; real adapter requires authorized sandbox/production evidence.
PRD-NFR-001,FG-NFR,P0,YES,REQT-PRD-NFR-001,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§3; §27,Automated acceptance test required before release candidate.
PRD-NFR-002,FG-NFR,P0,YES,REQT-PRD-NFR-002,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§4; §14; §24; §26,Automated acceptance test required before release candidate.
PRD-NFR-003,FG-NFR,P0,YES,REQT-PRD-NFR-003,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§25–27,Automated acceptance test required before release candidate.
VIS-ART-001,FG-VIS-ART,P0,YES,REQT-VIS-ART-001,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx,Design §1,Automated acceptance test required before release candidate.
VIS-ART-002,FG-VIS-ART,P0,YES,REQT-VIS-ART-002,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx,Design §1.4,Automated acceptance test required before release candidate.
VIS-ART-003,FG-VIS-ART,P0,YES,REQT-VIS-ART-003,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx,Design §1.5,Automated acceptance test required before release candidate.
VIS-ART-004,FG-VIS-ART,P0,YES,REQT-VIS-ART-004,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx,Design §1.6,Automated acceptance test required before release candidate.
VIS-MASCOT-001,FG-VIS-MASCOT,P0,YES,REQT-VIS-MASCOT-001,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §2,Automated acceptance test required before release candidate.
VIS-MASCOT-002,FG-VIS-MASCOT,P0,YES,REQT-VIS-MASCOT-002,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §2,Automated acceptance test required before release candidate.
VIS-MASCOT-003,FG-VIS-MASCOT,P0,YES,REQT-VIS-MASCOT-003,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx,Design §2,Automated acceptance test required before release candidate.
VIS-MASCOT-004,FG-VIS-MASCOT,P0,YES,REQT-VIS-MASCOT-004,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx,Design §2.5–2.6,Automated acceptance test required before release candidate.
VIS-MASCOT-005,FG-VIS-MASCOT,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-MASCOT-005,QA-S18,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Design §2.7 / Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-WORLD-001,FG-VIS-WORLD,P0,YES,REQT-VIS-WORLD-001,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §3,Automated acceptance test required before release candidate.
VIS-WORLD-002,FG-VIS-WORLD,P0,YES,REQT-VIS-WORLD-002,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §3,Automated acceptance test required before release candidate.
VIS-WORLD-003,FG-VIS-WORLD,P0,YES,REQT-VIS-WORLD-003,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §3,Automated acceptance test required before release candidate.
VIS-WORLD-004,FG-VIS-WORLD,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-WORLD-004,QA-S18,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-HOME-001,FG-VIS-HOME,P0,YES,REQT-VIS-HOME-001,QA-S16,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §4,Automated acceptance test required before release candidate.
VIS-HOME-002,FG-VIS-HOME,P0,YES,REQT-VIS-HOME-002,QA-S16,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §4,Automated acceptance test required before release candidate.
VIS-HOME-003,FG-VIS-HOME,P0,YES,REQT-VIS-HOME-003,QA-S16,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §4,Automated acceptance test required before release candidate.
VIS-HOME-004,FG-VIS-HOME,P0,YES,REQT-VIS-HOME-004,QA-S16,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §4,Automated acceptance test required before release candidate.
VIS-HOME-005,FG-VIS-HOME,P0,YES,REQT-VIS-HOME-005,QA-S16,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §4,Automated acceptance test required before release candidate.
VIS-HOME-006,FG-VIS-HOME,P0,YES,REQT-VIS-HOME-006,QA-S16,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §4,Automated acceptance test required before release candidate.
VIS-HOME-007,FG-VIS-HOME,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-HOME-007,QA-S16,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-HOME-008,FG-VIS-HOME,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-HOME-008,QA-S16,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-DS-001,FG-VIS-DS,P0,YES,REQT-VIS-DS-001,QA-S15,COVERED,AUTOMATED,NO,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx,Design §6–7,Automated acceptance test required before release candidate.
VIS-DS-002,FG-VIS-DS,P0,YES,REQT-VIS-DS-002,QA-S15,COVERED,AUTOMATED,NO,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx,Design §1.2,Automated acceptance test required before release candidate.
VIS-DS-003,FG-VIS-DS,P0,YES,REQT-VIS-DS-003,QA-S15,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/09_DEVELOPER_HANDOFF/HANDOFF_INDEX_v2.0.md,Current handoff,Automated acceptance test required before release candidate.
VIS-DS-004,FG-VIS-DS,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-DS-004,QA-S15,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-DS-005,FG-VIS-DS,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-DS-005,QA-S15,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-MOTION-001,FG-VIS-MOTION,P0,YES,REQT-VIS-MOTION-001,QA-S17,COVERED,AUTOMATED,NO,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx,Design Motion,Automated acceptance test required before release candidate.
VIS-MOTION-002,FG-VIS-MOTION,P0,YES,REQT-VIS-MOTION-002,QA-S17,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/09_DEVELOPER_HANDOFF/HANDOFF_INDEX_v2.0.md,Current motion handoff,Automated acceptance test required before release candidate.
VIS-MOTION-003,FG-VIS-MOTION,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-MOTION-003,QA-S17,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-RESP-001,FG-VIS-RESP,P0,YES,REQT-VIS-RESP-001,QA-S17,COVERED,AUTOMATED,NO,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx,Design + handoff,Automated acceptance test required before release candidate.
VIS-RESP-002,FG-VIS-RESP,P0,YES,REQT-VIS-RESP-002,QA-S17,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/09_DEVELOPER_HANDOFF/HANDOFF_INDEX_v2.0.md,Responsive handoff,Automated acceptance test required before release candidate.
