source_id,package_scope,inventory_level,logical_path,filename,type,version,created_at,modified_at,size_bytes,sha256,hash_basis,apparent_status,precedence_tier,project_role,availability,nested_file_count,evidence_source,stage0_note
HAND-V-003,visual,file,09_DEVELOPER_HANDOFF/Motion_Specification_v2.0.md,Motion_Specification_v2.0.md,md,2.0,,,,19a0acf15c77147807750762240870e316fed587a6e081a2286ce73b63c10a64,stage_manifest_stage_20_v2.0,BYTE_EQUIVALENT_TO_CANONICAL_PER_STAGE20_HASH,visual_handoff_history,Versioned handoff lineage/audit companion,NESTED_FILE_MANIFEST_CONFIRMED,,stage_manifest_stage_20_v2.0.json,Canonical Stage-20 consumption filename remains the unsuffixed file where HANDOFF_INDEX_v2.0 says so.
HAND-V-004,visual,file,09_DEVELOPER_HANDOFF/3D_Specification_v2.0.md,3D_Specification_v2.0.md,md,2.0,,,,6aba2224a6efe06bc54c14cb55d426cccf1e7fd880dfd177a40774bc98acade4,stage_manifest_stage_20_v2.0,BYTE_EQUIVALENT_TO_CANONICAL_PER_STAGE20_HASH,visual_handoff_history,Versioned handoff lineage/audit companion,NESTED_FILE_MANIFEST_CONFIRMED,,stage_manifest_stage_20_v2.0.json,Canonical Stage-20 consumption filename remains the unsuffixed file where HANDOFF_INDEX_v2.0 says so.
HAND-V-005,visual,file,09_DEVELOPER_HANDOFF/Developer_Notes_v2.0.md,Developer_Notes_v2.0.md,md,2.0,,,,fc343545dc3ac84e74eab74fad3050ab345771381fe2a331a65ef30c485047ed,stage_manifest_stage_20_v2.0,BYTE_EQUIVALENT_TO_CANONICAL_PER_STAGE20_HASH,visual_handoff_history,Versioned handoff lineage/audit companion,NESTED_FILE_MANIFEST_CONFIRMED,,stage_manifest_stage_20_v2.0.json,Canonical Stage-20 consumption filename remains the unsuffixed file where HANDOFF_INDEX_v2.0 says so.
HAND-V-006,visual,file,10_QA_REFERENCE/Visual_QA_Checklist_v2.0.xlsx,Visual_QA_Checklist_v2.0.xlsx,xlsx,2.0,,,,5d343921942adb4183690eacb171639e5e39b4fd61118d88bae7f85b633c8f94,stage_manifest_stage_20_v2.0,VERSIONED_QA_COMPANION,visual_handoff_history,Versioned handoff lineage/audit companion,NESTED_FILE_MANIFEST_CONFIRMED,,stage_manifest_stage_20_v2.0.json,Canonical Stage-20 consumption filename remains the unsuffixed file where HANDOFF_INDEX_v2.0 says so.
HAND-V-007,visual,file,00_README/CHANGELOG_v2.0.xlsx,CHANGELOG_v2.0.xlsx,xlsx,2.0,,,,49d550e166f0cae090f6fc618931589f6e1489f7370b5180f069a8818c908a74,stage_manifest_stage_20_v2.0,VERSIONED_CHANGELOG_COMPANION,visual_handoff_history,Versioned handoff lineage/audit companion,NESTED_FILE_MANIFEST_CONFIRMED,,stage_manifest_stage_20_v2.0.json,Canonical Stage-20 consumption filename remains the unsuffixed file where HANDOFF_INDEX_v2.0 says so.
CAN-001,visual,file,03_MASCOT_LYUBOZNAYKA/01_References/MSC_Lyuboznayka_Canonical_UserApproved_v1.0.jpeg,MSC_Lyuboznayka_Canonical_UserApproved_v1.0.jpeg,jpeg,1.0,,,,,current approval status,CANONICAL_USER_APPROVED,owner_decision,Canonical Lyuboznayka source of truth,NESTED_FILE_INDEXED_OR_CURRENT_MANIFEST_CONFIRMED,,CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md / remediation manifest,Current-source item confirmed by v2 remediation.
CAN-002,visual,file,04_PULKOVO_WORLD/01_Approved_References/REF_PULKOVO_Interior_Composition_UserApproved_v2.0.png,REF_PULKOVO_Interior_Composition_UserApproved_v2.0.png,png,2.0,,,,fcb250c49bc29db1bab0ce15c899235674c3862f9e846e826c6fbfdc6039abbe,stage_manifest_retroactive_remediation_v2.0,CANONICAL_USER_APPROVED,owner_decision,Canonical Pulkovo interior/composition source,NESTED_FILE_INDEXED_OR_CURRENT_MANIFEST_CONFIRMED,,CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md / remediation manifest,Current-source item confirmed by v2 remediation.
QA-001,visual,file,10_QA_REFERENCE/Visual_Acceptance_Checklist_v2.0.xlsx,Visual_Acceptance_Checklist_v2.0.xlsx,xlsx,2.0,,,,badaeb47d1a2d75535a129e990702eb05cddc0121ddfe0bc0beb981d7d3a1359,stage_manifest_retroactive_remediation_v2.0,CURRENT_VISUAL_ACCEPTANCE,visual_qa,v2 visual acceptance criteria,NESTED_FILE_INDEXED_OR_CURRENT_MANIFEST_CONFIRMED,,CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md / remediation manifest,Current-source item confirmed by v2 remediation.
QA-002,visual,file,10_QA_REFERENCE/Golden_Screens_Catalog_v2.0.png,Golden_Screens_Catalog_v2.0.png,png,2.0,,,,a22f17773476abae005ccec2e2c0cd99e1ef45509d5a413d0ddfb7a88b4eb10e,stage_manifest_retroactive_remediation_v2.0,CURRENT_GOLDEN_SCREEN_CATALOG,visual_qa,Golden Screen visual catalog,NESTED_FILE_INDEXED_OR_CURRENT_MANIFEST_CONFIRMED,,CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md / remediation manifest,Current-source item confirmed by v2 remediation.
QA-003,visual,aggregate_set,10_QA_REFERENCE/Golden_Screens/,Golden Screens v2.0 set,asset_set,2.0,2026-08-31,2026-08-31,,,,CURRENT_17_OF_17,visual_qa,Current visual regression references,COUNT_AND_SET_CONFIRMED,17,stage_manifest_retroactive_remediation_v2.0.json + stage_manifest_stage_21_v2.0.json,15 mobile 390x844 + 2 desktop 1280x900.
RUN-001,visual,aggregate_set,08_PRODUCTION_EXPORTS/,Production runtime visual set,runtime_asset_set,Stage 20 current,2026-08-31,2026-08-31,,,,CURRENT_PHYSICAL_RUNTIME_SET,visual_handoff,Only allowed direct runtime visual source,PHYSICAL_PATHS_AUDITED_BY_STAGE20_MANIFEST,56,HANDOFF_INDEX_v2.0.md + stage_manifest_stage_20_v2.0.json,51 SVG + 5 WebP fallbacks; runtime missing=0 for this approved physical set.
RUN-002,visual,aggregate_set,09_DEVELOPER_HANDOFF/3D_Spike/assets/,Stage-16 technical proxy GLBs,glb_proxy_set,Stage 16,,,,,,TECHNICAL_SPIKE_ONLY_NOT_PRODUCTION,historical_technical,3D feasibility/proxy test assets,9_GLB_FILES_LISTED_IN_FINAL_PACKAGE,9,stage_manifest_stage_16_v1.3.json + FILE_COUNTS_BY_CATEGORY.md,Do not confuse package .glb count=9 with final production 3D: final production GLB count is 0.
RUN-003,visual,aggregate_set,08_PRODUCTION_EXPORTS/GLB/,Final production GLB set,glb_production_set,final desired,,,,,,EXTERNAL_PRODUCTION_REQUIRED,external_dependency,Final realtime mascot/world 3D assets,NO_FINAL_PRODUCTION_GLB_PRESENT,0,README_FINAL_PACKAGE_v2.0.md + stage_manifest_stage_21_v2.0.json,Critical external DCC production remains; no fake GLB permitted.
RUN-004,visual,aggregate_set,08_PRODUCTION_EXPORTS/KTX2/,Final KTX2 set,ktx2_set,final desired,,,,,,DEFERRED_NONBLOCKING_OPTIONAL_PIPELINE,external_dependency,Optional compressed texture production path,NO_KTX2_PRESENT,0,stage_manifest_stage_21_v2.0.json + OPEN_DECISIONS_FINAL.md,Non-KTX2 path remains implementation baseline until pipeline validated.
RD-001,readiness,file,AI_Tamagotchi_Development_Readiness_Pack_v0.1.docx,AI_Tamagotchi_Development_Readiness_Pack_v0.1.docx,docx,0.1,2026-08-27T09:35:42Z,2026-08-27T09:35:42Z,,,,READINESS_RECOMMENDATION_BASELINE,readiness,Readiness narrative: architecture/API/security/pilot recommendations,FILE_LIBRARY_INDEXED_AND_READ,,Readiness files,Engineering input; subordinate to Product/Design/current owner decisions.
RD-002,readiness,file,AI_Tamagotchi_Development_Readiness_Workbook_v0.1.xlsx,AI_Tamagotchi_Development_Readiness_Workbook_v0.1.xlsx,xlsx,0.1,2026-08-27T09:35:44Z,2026-08-27T09:35:44Z,,,,READINESS_OPERATIONAL_WORKBOOK,readiness,Operational decisions/benchmark/taxonomy/tools/API/UI/backlog/KPI tables,FILE_LIBRARY_INDEXED_AND_READ,,Readiness files,Engineering input; subordinate to Product/Design/current owner decisions.
RD-003,readiness,file,ai_processing_schema.json,ai_processing_schema.json,json,0.1-era,2026-08-27T09:35:46Z,2026-08-27T09:35:46Z,,,,PRELIMINARY_TYPED_AI_SCHEMA,preliminary,Existing AI structured output schema,FILE_LIBRARY_INDEXED_AND_READ,,Readiness files,Engineering input; subordinate to Product/Design/current owner decisions.
RD-004,readiness,file,openapi_preliminary_v0.1.yaml,openapi_preliminary_v0.1.yaml,yaml,0.1,2026-08-27T09:35:49Z,2026-08-27T09:35:49Z,,,,PRELIMINARY_OPENAPI_NOT_FINAL,preliminary,Preliminary OpenAPI 3.0.3 baseline,FILE_LIBRARY_INDEXED_AND_READ,,Readiness files,Engineering input; subordinate to Product/Design/current owner decisions.
RD-005,readiness,referenced_artifact,erd.mmd,erd.mmd,mmd,0.1-era,,,,,,REFERENCED_PRESENT_NOT_INDEPENDENTLY_RETRIEVED,preliminary,Readiness Mermaid ERD,REFERENCED_BY_READINESS_ARTIFACT_INDEX,,AI_Tamagotchi_Development_Readiness_Pack_v0.1.docx artifact index,Listed in Readiness Pack Artifact Index; separate file not independently retrieved in this Stage 0 reset.
RD-006,readiness,referenced_artifact,architecture.mmd,architecture.mmd,mmd,0.1-era,,,,,,REFERENCED_PRESENT_NOT_INDEPENDENTLY_RETRIEVED,preliminary,Readiness Mermaid solution architecture,REFERENCED_BY_READINESS_ARTIFACT_INDEX,,AI_Tamagotchi_Development_Readiness_Pack_v0.1.docx artifact index,"Listed in Artifact Index; architecture content itself is present/read in Readiness Pack, but separate mmd not independently retrieved."
RD-007,readiness,referenced_artifact,ux_flow.mmd,ux_flow.mmd,mmd,0.1-era,,,,,,REFERENCED_PRESENT_NOT_INDEPENDENTLY_RETRIEVED,preliminary,Readiness Mermaid employee flow,REFERENCED_BY_READINESS_ARTIFACT_INDEX,,AI_Tamagotchi_Development_Readiness_Pack_v0.1.docx artifact index,Listed in Artifact Index; separate file not independently retrieved.
RD-S01,readiness,workbook_sheet,AI_Tamagotchi_Development_Readiness_Workbook_v0.1.xlsx#Benchmark,Benchmark sheet,xlsx_sheet,0.1,2026-08-27T09:35:44Z,2026-08-27T09:35:44Z,,,,PRESENT_IN_READINESS_WORKBOOK,readiness,AI scoring benchmark cases,WORKBOOK_INDEXED_AND_REVIEWED,100,Readiness Pack/Workbook,Count is source-reported/verified from readiness materials; final contracts will be regenerated later.
RD-S02,readiness,workbook_sheet,AI_Tamagotchi_Development_Readiness_Workbook_v0.1.xlsx#Taxonomy,Taxonomy sheet,xlsx_sheet,0.1,2026-08-27T09:35:44Z,2026-08-27T09:35:44Z,,,,PRESENT_IN_READINESS_WORKBOOK,readiness,Starter taxonomy rows,WORKBOOK_INDEXED_AND_REVIEWED,81,Readiness Pack/Workbook,Count is source-reported/verified from readiness materials; final contracts will be regenerated later.
RD-S03,readiness,workbook_sheet,AI_Tamagotchi_Development_Readiness_Workbook_v0.1.xlsx#AI Tools,AI Tools sheet,xlsx_sheet,0.1,2026-08-27T09:35:44Z,2026-08-27T09:35:44Z,,,,PRESENT_IN_READINESS_WORKBOOK,readiness,AI Tools Directory seed items,WORKBOOK_INDEXED_AND_REVIEWED,36,Readiness Pack/Workbook,Count is source-reported/verified from readiness materials; final contracts will be regenerated later.
RD-S04,readiness,workbook_sheet,AI_Tamagotchi_Development_Readiness_Workbook_v0.1.xlsx#API,API sheet,xlsx_sheet,0.1,2026-08-27T09:35:44Z,2026-08-27T09:35:44Z,,,,PRESENT_IN_READINESS_WORKBOOK,readiness,Preliminary endpoint inventory,WORKBOOK_INDEXED_AND_REVIEWED,50,Readiness Pack/Workbook,Count is source-reported/verified from readiness materials; final contracts will be regenerated later.
RD-S05,readiness,workbook_sheet,AI_Tamagotchi_Development_Readiness_Workbook_v0.1.xlsx#Figma States,Figma States sheet,xlsx_sheet,0.1,2026-08-27T09:35:44Z,2026-08-27T09:35:44Z,,,,PRESENT_IN_READINESS_WORKBOOK,readiness,Readiness UI/Figma state inventory,WORKBOOK_INDEXED_AND_REVIEWED,61,Readiness Pack/Workbook,Count is source-reported/verified from readiness materials; final contracts will be regenerated later.
RD-S06,readiness,workbook_sheet,AI_Tamagotchi_Development_Readiness_Workbook_v0.1.xlsx#Backlog,Backlog sheet,xlsx_sheet,0.1,2026-08-27T09:35:44Z,2026-08-27T09:35:44Z,,,,PRESENT_IN_READINESS_WORKBOOK,readiness,Starter backlog stories,WORKBOOK_INDEXED_AND_REVIEWED,55,Readiness Pack/Workbook,Count is source-reported/verified from readiness materials; final contracts will be regenerated later.
RD-S07,readiness,workbook_sheet,AI_Tamagotchi_Development_Readiness_Workbook_v0.1.xlsx#KPIs,KPIs sheet,xlsx_sheet,0.1,2026-08-27T09:35:44Z,2026-08-27T09:35:44Z,,,,PRESENT_IN_READINESS_WORKBOOK,readiness,KPI dictionary rows,WORKBOOK_INDEXED_AND_REVIEWED,35,Readiness Pack/Workbook,Count is source-reported/verified from readiness materials; final contracts will be regenerated later.
GEN-OLD-001,generated_previous_attempt,generated_set,/mnt/data/stage0_stage_output/AI_TAMAGOTCHI_FINAL_DEVELOPMENT_PACKAGE_v1.0/,Prior Stage 0 generated artifacts,generated_artifact_set,previous attempt,2026-08-31,2026-08-31,,,,SUPERSEDED_BY_STAGE0_RESTART,not_source,Previous generated Stage 0 output; excluded as source evidence,LOCAL_SANDBOX,6,Previous working output,Not used as authoritative project source. Kept outside new clean root for audit only.
