requirement_id,domain,normalized_requirement,requirement_kind,stage1_status,source_tier,source_file,source_section,source_requirement_ids,decision_id,release_priority,target_master_stage,architecture_ref,db_ref,api_ref,implementation_ref,test_ref,notes
PRD-RBAC-007,Roles & authorization,"Admin has company-wide system-management scope for org structure, roles, calendar, taxonomy, tools, profiles, technical scoring trace, audit logs and export.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§4; §17.3; §21,,,P0,9/14,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-044,REQT-PRD-RBAC-007,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RBAC-008,Roles & authorization,Admin cannot manually change task Complexity or Score.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§4; §17.3,,,P0,9/14,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-045,REQT-PRD-RBAC-008,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RBAC-009,Roles & authorization,"Peers never see another employee's raw input, clarification log or task links regardless of peer privacy level.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§4.1; §14,,,P0,9/14,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-046,REQT-PRD-RBAC-009,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RBAC-010,Roles & authorization,"Director may access raw input, clarifications, links and normalized task data only inside own directorate.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§4.1; §17.1,,,P0,9/14,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-047,REQT-PRD-RBAC-010,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RBAC-011,Roles & authorization,Executive and Admin may access raw task data according to whole-company authorized scope.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§4.1,,,P0,9/14,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-048,REQT-PRD-RBAC-011,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RBAC-012,Roles & authorization,Technical scoring trace is Admin-only.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§4.1,,,P0,9/14,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-049,REQT-PRD-RBAC-012,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RBAC-013,Roles & authorization,"Corporate export is unavailable to Employee, directorate-scoped for Director, company-scoped for Executive/Admin.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§4.1; §22,,,P0,9/14,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-050,REQT-PRD-RBAC-013,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RBAC-014,Roles & authorization,"Privacy/access rules must be enforced by backend authorization for each object request/export, not only by UI hiding.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,Appendix C,,,P0,9/14,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-051,REQT-PRD-RBAC-014,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AUTH-001,Authentication & onboarding,There is no employee self-registration flow.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1,AUTH-001,,P0,9,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-052,REQT-PRD-AUTH-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AUTH-002,Authentication & onboarding,"MVP login verifies personnel number + phone against the corporate personnel source, without SMS/password in Product v1.0.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1,AUTH-002,,P0,9,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-053,REQT-PRD-AUTH-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AUTH-003,Authentication & onboarding,"On successful personnel verification, employee name and directorate are populated from personnel data.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1,,,P0,9,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-054,REQT-PRD-AUTH-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AUTH-004,Authentication & onboarding,Application role/status is controlled by the application and assigned only by Admin.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1,,,P0,9,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-055,REQT-PRD-AUTH-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AUTH-005,Authentication & onboarding,First successful login requires onboarding in 4–5 screens/steps.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1,,,P0,9,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-056,REQT-PRD-AUTH-005,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AUTH-006,Authentication & onboarding,"When Monthly Goal setup is required, it gates entry to the main interface.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1; §12,,,P0,9,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-057,REQT-PRD-AUTH-006,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AUTH-007,Authentication & onboarding,Personnel-number + phone is explicitly recognized by Product v1.0 as weaker than production-grade SSO/2FA.,EXTERNAL_DEPENDENCY,EXTERNAL_DEPENDENCY,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1 Security note,,,P0_RISK_WITH_FUTURE_HARDENING,9,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP04,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-058,REQT-PRD-AUTH-007,Production auth hardening is not specified by a current external corporate contract.; Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=PRODUCTION_HARDENING_GATE
PRD-TASK-001,AI task lifecycle,"The user-facing AI task is an already completed AI-assisted work use case, not a future to-do item.",MVP_REQUIRED,RESOLVED_BY_OWNER,1,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,§4 Previously approved product/UI decisions,,OD-001,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-059,REQT-PRD-TASK-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-002,AI task lifecycle,Employee may register an unlimited number of AI tasks.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.1,TASK-001,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-060,REQT-PRD-TASK-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-003,AI task lifecycle,Task input supports text.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.1,TASK-001,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-061,REQT-PRD-TASK-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-004,AI task lifecycle,Voice flow is record → STT → transcript preview → user correction → submit.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.1,TASK-002,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-062,REQT-PRD-TASK-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-005,AI task lifecycle,Source audio is not retained after recognition.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.1,TASK-002,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-063,REQT-PRD-TASK-005,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-006,AI task lifecycle,A task may contain one or more URLs; URLs are stored but not opened/analyzed.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.1,TASK-003,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-064,REQT-PRD-TASK-006,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-007,AI task lifecycle,"Ingestion persists raw input, channel, timestamp and user/context.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2,,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-065,REQT-PRD-TASK-007,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-008,AI task lifecycle,"Processing extracts asserted facts, AI tools, workflow evidence, result and evidence signals.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2,,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-066,REQT-PRD-TASK-008,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-009,AI task lifecycle,Processing performs plausibility assessment before final scoring.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2,,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-067,REQT-PRD-TASK-009,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-010,AI task lifecycle,Clarifications are asked only when needed and share a maximum of three per task version.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2; §8,AI-001,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-068,REQT-PRD-TASK-010,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-011,AI task lifecycle,System generates a concise normalized description that the employee does not directly edit.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§2; §6.2,,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-069,REQT-PRD-TASK-011,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-012,AI task lifecycle,System assigns category/subcategory/tags and maps mentioned AI tools.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2,,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-070,REQT-PRD-TASK-012,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-013,AI task lifecycle,System assigns Complexity C1–C5; numerical points come from fixed backend mapping.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2; §7,,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-071,REQT-PRD-TASK-013,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-014,AI task lifecycle,Accepted task is matched to active Monthly Goals and triggers game/progress updates.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2,,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-072,REQT-PRD-TASK-014,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-015,AI task lifecycle,"Post-task result shows points, C-level, normalized description, goal contribution, Evolution XP impact and mascot reaction.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.3,TASK-004,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-073,REQT-PRD-TASK-015,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-016,AI task lifecycle,Category/subcategory/tool detail is available through a details action instead of overloading the compact result card.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.3,TASK-005,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-074,REQT-PRD-TASK-016,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-017,AI task lifecycle,Task date equals application registration date and cannot be backdated.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9,,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-075,REQT-PRD-TASK-017,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-018,AI task lifecycle,Editing a task creates/recalculates a new version; historical versions remain preserved.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§24; Appendix C,,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-076,REQT-PRD-TASK-018,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-TASK-019,AI task lifecycle,Soft deletion excludes a task from current views/calculations while retaining audit/version history and ledger correction semantics.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§15; §24; Appendix C,,,P0,8/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-077,REQT-PRD-TASK-019,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AI-001,AI processing & scoring,"Plausibility state vocabulary includes valid, ambiguous, capability_conflict, internal_contradiction and insufficient_data.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.1,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-078,REQT-PRD-AI-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AI-002,AI processing & scoring,"Clarification questions are one at a time, brief, non-repetitive and asked only when they can affect correctness/classification.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.2,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-079,REQT-PRD-AI-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AI-003,AI processing & scoring,"The maximum of three questions is shared across plausibility, duplicate and Complexity clarification.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.2,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-080,REQT-PRD-AI-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AI-004,AI processing & scoring,"Clarification priority is plausibility/task semantics and missing facts, then Complexity evidence; duplicate check consumes the same limit.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.2,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-081,REQT-PRD-AI-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AI-005,AI processing & scoring,"After three questions, unresolved ambiguity does not penalize the employee; scoring proceeds.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.2,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-082,REQT-PRD-AI-005,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
