feature_group_id,feature_group,requirement_id,requirement,scope_bucket,priority,delivery_contract,platform_scope,role_scope,dependency_boundary,feature_flag,decision_id,source_file,source_section,notes
FG-AICASE,AI-case registration & processing,PRD-TASK-017,Task date equals application registration date and cannot be backdated.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9,
FG-AICASE,AI-case registration & processing,PRD-TASK-018,Editing a task creates/recalculates a new version; historical versions remain preserved.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§24; Appendix C,
FG-AICASE,AI-case registration & processing,PRD-TASK-019,Soft deletion excludes a task from current views/calculations while retaining audit/version history and ledger correction semantics.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§15; §24; Appendix C,
FG-AICASE,AI-case registration & processing,PRD-AI-001,"Plausibility state vocabulary includes valid, ambiguous, capability_conflict, internal_contradiction and insufficient_data.",MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.1,
FG-AICASE,AI-case registration & processing,PRD-AI-002,"Clarification questions are one at a time, brief, non-repetitive and asked only when they can affect correctness/classification.",MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.2,
FG-AICASE,AI-case registration & processing,PRD-AI-003,"The maximum of three questions is shared across plausibility, duplicate and Complexity clarification.",MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.2,
FG-AICASE,AI-case registration & processing,PRD-AI-004,"Clarification priority is plausibility/task semantics and missing facts, then Complexity evidence; duplicate check consumes the same limit.",MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.2,
FG-AICASE,AI-case registration & processing,PRD-AI-005,"After three questions, unresolved ambiguity does not penalize the employee; scoring proceeds.",MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.2,
FG-AICASE,AI-case registration & processing,PRD-AI-006,The system must not label an employee statement as a lie or accuse the employee.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.2,
FG-AICASE,AI-case registration & processing,PRD-AI-007,High similarity to a recent task may trigger a question whether it is a separate execution.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.3,
FG-AICASE,AI-case registration & processing,PRD-AI-008,"If employee confirms a separate execution, both tasks score independently; similarity alone cannot deny points.",MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.3,
FG-AICASE,AI-case registration & processing,PRD-SCORE-001,Complexity is the only base scoring dimension; business importance is not a separate scoring factor.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,
FG-AICASE,AI-case registration & processing,PRD-SCORE-002,LLM/classifier selects only C1–C5; backend deterministic logic assigns numerical points.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1; Appendix C,
FG-AICASE,AI-case registration & processing,PRD-SCORE-003,C1 Basic = 1 point.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,
FG-AICASE,AI-case registration & processing,PRD-SCORE-004,C2 Standard = 5 points.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,
FG-AICASE,AI-case registration & processing,PRD-SCORE-005,C3 Advanced = 15 points.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,
FG-AICASE,AI-case registration & processing,PRD-SCORE-006,C4 Expert = 40 points.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,
FG-AICASE,AI-case registration & processing,PRD-SCORE-007,C5 System / AI Engineering = 100 points.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,
FG-AICASE,AI-case registration & processing,PRD-SCORE-008,Evidence signals guide C-level classification but are not mechanically summed into score.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.2,
FG-AICASE,AI-case registration & processing,PRD-SCORE-009,Number of AI tools alone does not increase Complexity without a connected workflow.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.2; §7.4,
FG-AICASE,AI-case registration & processing,PRD-SCORE-010,"Role, personal skill, recipient status, description verbosity and inferred prestige must not affect Complexity.",MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.4,
FG-AICASE,AI-case registration & processing,PRD-SCORE-011,Processing must record prompt/model/rubric version identifiers so rule changes do not silently change historical records.,MVP_IN,P0,REQUIRED_FOR_MVP,Backend/service + applicable web clients,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,Appendix C,
FG-GAME,"Pet health, streak & evolution",PRD-HP-001,HP range is 0–100.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,
FG-GAME,"Pet health, streak & evolution",PRD-HP-002,HP 80–100 = Happy/energetic state.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,
FG-GAME,"Pet health, streak & evolution",PRD-HP-003,HP 60–79 = Normal.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,
FG-GAME,"Pet health, streak & evolution",PRD-HP-004,HP 40–59 = Bored.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,
FG-GAME,"Pet health, streak & evolution",PRD-HP-005,HP 20–39 = Tired.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,
FG-GAME,"Pet health, streak & evolution",PRD-HP-006,HP 1–19 = Very Weak.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,
FG-GAME,"Pet health, streak & evolution",PRD-HP-007,HP 0 = Coma.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,
FG-GAME,"Pet health, streak & evolution",PRD-HP-008,Business-day calculations use Saint Petersburg calendar/date with day close at 23:59.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.2,
FG-GAME,"Pet health, streak & evolution",PRD-HP-009,A working day with no registered tasks applies -30 HP after day close.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.2,Product v1.0 marks balance parameters for pilot calibration; preserve this exact baseline until an explicit later decision.
FG-GAME,"Pet health, streak & evolution",PRD-HP-010,"Daily base recovery uses the day's maximum Complexity: C1 +10, C2 +15, C3 +25, C4 +35, C5 +45.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.2,Product v1.0 marks balance parameters for pilot calibration; preserve this exact baseline until an explicit later decision.
FG-GAME,"Pet health, streak & evolution",PRD-HP-011,Each additional valid task beyond the day's maximum-Complexity task adds +2 HP; HP stays capped at 100.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.2,Product v1.0 marks balance parameters for pilot calibration; preserve this exact baseline until an explicit later decision.
FG-GAME,"Pet health, streak & evolution",PRD-HP-012,"Weekends, corporate non-working days and active vacation do not change HP.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.2,
FG-GAME,"Pet health, streak & evolution",PRD-HP-013,At HP=0 the pet enters Coma and never permanently dies.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.3,
FG-GAME,"Pet health, streak & evolution",PRD-HP-014,"Coma exit requires at least two active working days: first starts recovery, second exits to Very Weak.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.3,
FG-GAME,"Pet health, streak & evolution",PRD-HP-015,One C5 task cannot instantly exit Coma.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.3,
FG-GAME,"Pet health, streak & evolution",PRD-HP-016,Employee can manually toggle vacation without retroactive effect; vacation freezes HP/streak but does not recalculate Monthly Goals.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.4,
FG-GAME,"Pet health, streak & evolution",PRD-STR-001,An active working day has at least one registered task and increases streak by at most 1.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§10,
FG-GAME,"Pet health, streak & evolution",PRD-STR-002,A working day without tasks resets current streak.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§10,
FG-GAME,"Pet health, streak & evolution",PRD-STR-003,"Weekends, corporate non-working days and vacation freeze streak without increasing it.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§10,
FG-GAME,"Pet health, streak & evolution",PRD-STR-004,Store current streak and personal best streak.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§10,
FG-GAME,"Pet health, streak & evolution",PRD-STR-005,Streak XP rewards occur only on one-time lifetime milestones.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§10.1,
FG-GAME,"Pet health, streak & evolution",PRD-STR-006,Working milestone baseline: days 5/10/20/40/80/160 → Evolution XP +5/+10/+20/+40/+80/+150.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§10.1,
FG-GAME,"Pet health, streak & evolution",PRD-EVO-001,Evolution XP is irreversible lifetime progress and never decreases.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.1,
FG-GAME,"Pet health, streak & evolution",PRD-EVO-002,"HP decline, Coma and annual leaderboard reset do not reduce Evolution XP or evolution stage.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.1,
FG-GAME,"Pet health, streak & evolution",PRD-EVO-003,Evolution XP = Lifetime Task Score + Goal XP + Streak Milestone XP + Achievement XP.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.2,
FG-GAME,"Pet health, streak & evolution",PRD-EVO-004,Task Score converts to Evolution XP 1:1.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.2,
FG-GAME,"Pet health, streak & evolution",PRD-EVO-005,"Working evolution threshold baseline is E1=0, E2=250, E3=750, E4=2000, E5=5000 XP.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.3,
FG-GAME,"Pet health, streak & evolution",PRD-EVO-006,Evolution stage names/thresholds are balance/content parameters requiring simulation before production freeze; current values remain baseline until explicitly changed.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.3,
FG-GAME,"Pet health, streak & evolution",PRD-EVO-007,"Evolution branch mechanics remain part of product logic, while final branch-specific visual art is not production-frozen.",MVP_IN_BASELINE_WITH_DEFERRED_FREEZE,P0_BASELINE_DEFERRED_FREEZE,IMPLEMENT_CURRENT BASELINE; DO NOT INVENT FINAL FREEZE VALUE/ASSET,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Current implementation baseline exists; final freeze refinement later,asset.evolutionBranchArtAvailable,OD-029,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,§11,Do not invent final branch-specific art; base/canonical mascot remains implementation-safe.
FG-GOALS,Monthly AI Goals,PRD-GOAL-001,Monthly Goal setup is mandatory when the monthly setup gate is active and blocks main-interface entry until complete.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,
FG-GOALS,Monthly AI Goals,PRD-GOAL-002,System generates exactly five personalized measurable goal options; employee selects two.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,
FG-GOALS,Monthly AI Goals,PRD-GOAL-003,System assigns the third goal automatically; it cannot be replaced or rejected.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,
FG-GOALS,Monthly AI Goals,PRD-GOAL-004,Personalization uses employee history; for a new employee only available context/universal assumptions may be used without inventing experience.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,
FG-GOALS,Monthly AI Goals,PRD-GOAL-005,First authorization mid-month triggers immediate goal setup without proration.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,
FG-GOALS,Monthly AI Goals,PRD-GOAL-006,Each human-readable goal has a machine-readable rule executable by backend logic.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.2,
FG-GOALS,Monthly AI Goals,PRD-GOAL-007,The system is not required to explain why the mandatory third goal was assigned.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.2,
FG-GOALS,Monthly AI Goals,PRD-GOAL-008,Each new task is automatically matched against active goals; one task may advance multiple goals.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,
FG-GOALS,Monthly AI Goals,PRD-GOAL-009,Goal progress updates in real time and reaching target immediately marks the goal complete.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,
FG-GOALS,Monthly AI Goals,PRD-GOAL-010,Overachievement provides no additional goal bonus.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,
FG-GOALS,Monthly AI Goals,PRD-GOAL-011,"Vacation does not reduce goal thresholds, extend the period or penalize failure.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,
FG-GOALS,Monthly AI Goals,PRD-GOAL-012,Previous month closes on the first working day of the new month; bonuses and Monthly Recap are generated then.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4,
FG-GOALS,Monthly AI Goals,PRD-GOAL-013,Working Annual Score reward baseline is +15 per completed goal plus +15 for all three.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4,Product v1.0 balance baseline; later simulation may recommend a change but cannot silently alter it.
FG-GOALS,Monthly AI Goals,PRD-GOAL-014,"Working Evolution XP reward baseline is +10 per completed goal plus +10 for all three, max 40 goal XP/month.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4,Product v1.0 balance baseline; later simulation may recommend a change but cannot silently alter it.
FG-GOALS,Monthly AI Goals,PRD-GOAL-015,Goal reward values remain current balance baselines until Stage 7 validation/configuration; do not silently change them.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4; §29,Product v1.0 balance baseline; later simulation may recommend a change but cannot silently alter it.
FG-RATING,"Ratings, privacy & public profiles",PRD-RANK-001,Individual public leaderboard is based on Annual Score for the current calendar year.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,
FG-RATING,"Ratings, privacy & public profiles",PRD-RANK-002,"Annual Score/current leaderboard reset January 1; pet, HP, Evolution XP, history, achievements and cosmetics persist.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,
FG-RATING,"Ratings, privacy & public profiles",PRD-RANK-003,Past-year top employees may retain visual status badges/cosmetics without gameplay advantage.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,
FG-RATING,"Ratings, privacy & public profiles",PRD-RANK-004,"Mandatory public employee fields include rank, name, Annual Score, pet appearance and prior-year status rewards.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,
FG-RATING,"Ratings, privacy & public profiles",PRD-RANK-005,Directorate ranking uses Average Directorate Score based on annual directorate task/goal points and authorized employee denominator as defined by Product semantics.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.2,
FG-RATING,"Ratings, privacy & public profiles",PRD-RANK-006,"Directorate card exposes rank, Average Score, Total Score and authorized employee count.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.2,
FG-RATING,"Ratings, privacy & public profiles",PRD-RANK-007,Directorate card includes internal employee leaderboard; profile detail respects peer privacy level.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.2,
FG-RATING,"Ratings, privacy & public profiles",PRD-RANK-008,Each task/version preserves directorate_id_at_task_time; pre-transfer points remain attributed historically.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.3,
