requirement_id,priority,critical,implementation_item_id,work_package_id,test_ids,qa_suite_id,source,acceptance_criteria,done_condition,external_gate,coverage_status
PRD-TASK-011,P0,YES,IMP-069,WP06,REQT-PRD-TASK-011,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §2; §6.2,System generates a concise normalized description that the employee does not directly edit.,Owning code/config is implemented; `REQT-PRD-TASK-011` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TASK-012,P0,YES,IMP-070,WP06,REQT-PRD-TASK-012,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §6.2,System assigns category/subcategory/tags and maps mentioned AI tools.,Owning code/config is implemented; `REQT-PRD-TASK-012` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TASK-013,P0,YES,IMP-071,WP06,REQT-PRD-TASK-013,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §6.2; §7,System assigns Complexity C1–C5; numerical points come from fixed backend mapping.,Owning code/config is implemented; `REQT-PRD-TASK-013` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TASK-014,P0,YES,IMP-072,WP06,REQT-PRD-TASK-014,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §6.2,Accepted task is matched to active Monthly Goals and triggers game/progress updates.,Owning code/config is implemented; `REQT-PRD-TASK-014` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TASK-015,P0,YES,IMP-073,WP06,REQT-PRD-TASK-015,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §6.3,"Post-task result shows points, C-level, normalized description, goal contribution, Evolution XP impact and mascot reaction.",Owning code/config is implemented; `REQT-PRD-TASK-015` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TASK-016,P0,YES,IMP-074,WP06,REQT-PRD-TASK-016,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §6.3,Category/subcategory/tool detail is available through a details action instead of overloading the compact result card.,Owning code/config is implemented; `REQT-PRD-TASK-016` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TASK-017,P0,YES,IMP-075,WP06,REQT-PRD-TASK-017,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9,Task date equals application registration date and cannot be backdated.,Owning code/config is implemented; `REQT-PRD-TASK-017` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TASK-018,P0,YES,IMP-076,WP06,REQT-PRD-TASK-018,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §24; Appendix C,Editing a task creates/recalculates a new version; historical versions remain preserved.,Owning code/config is implemented; `REQT-PRD-TASK-018` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TASK-019,P0,YES,IMP-077,WP06,REQT-PRD-TASK-019,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15; §24; Appendix C,Soft deletion excludes a task from current views/calculations while retaining audit/version history and ledger correction semantics.,Owning code/config is implemented; `REQT-PRD-TASK-019` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AI-001,P0,YES,IMP-078,WP06,REQT-PRD-AI-001,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.1,"Plausibility state vocabulary includes valid, ambiguous, capability_conflict, internal_contradiction and insufficient_data.",Owning code/config is implemented; `REQT-PRD-AI-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AI-002,P0,YES,IMP-079,WP06,REQT-PRD-AI-002,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.2,"Clarification questions are one at a time, brief, non-repetitive and asked only when they can affect correctness/classification.",Owning code/config is implemented; `REQT-PRD-AI-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AI-003,P0,YES,IMP-080,WP06,REQT-PRD-AI-003,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.2,"The maximum of three questions is shared across plausibility, duplicate and Complexity clarification.",Owning code/config is implemented; `REQT-PRD-AI-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AI-004,P0,YES,IMP-081,WP06,REQT-PRD-AI-004,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.2,"Clarification priority is plausibility/task semantics and missing facts, then Complexity evidence; duplicate check consumes the same limit.",Owning code/config is implemented; `REQT-PRD-AI-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AI-005,P0,YES,IMP-082,WP06,REQT-PRD-AI-005,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.2,"After three questions, unresolved ambiguity does not penalize the employee; scoring proceeds.",Owning code/config is implemented; `REQT-PRD-AI-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AI-006,P0,YES,IMP-083,WP06,REQT-PRD-AI-006,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.2,The system must not label an employee statement as a lie or accuse the employee.,Owning code/config is implemented; `REQT-PRD-AI-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AI-007,P0,YES,IMP-084,WP06,REQT-PRD-AI-007,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.3,High similarity to a recent task may trigger a question whether it is a separate execution.,Owning code/config is implemented; `REQT-PRD-AI-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AI-008,P0,YES,IMP-085,WP06,REQT-PRD-AI-008,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.3,"If employee confirms a separate execution, both tasks score independently; similarity alone cannot deny points.",Owning code/config is implemented; `REQT-PRD-AI-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-001,P0,YES,IMP-086,WP06,REQT-PRD-SCORE-001,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,Complexity is the only base scoring dimension; business importance is not a separate scoring factor.,Owning code/config is implemented; `REQT-PRD-SCORE-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-002,P0,YES,IMP-087,WP06,REQT-PRD-SCORE-002,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1; Appendix C,LLM/classifier selects only C1–C5; backend deterministic logic assigns numerical points.,Owning code/config is implemented; `REQT-PRD-SCORE-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-003,P0,YES,IMP-088,WP06,REQT-PRD-SCORE-003,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,C1 Basic = 1 point.,Owning code/config is implemented; `REQT-PRD-SCORE-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-004,P0,YES,IMP-089,WP06,REQT-PRD-SCORE-004,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,C2 Standard = 5 points.,Owning code/config is implemented; `REQT-PRD-SCORE-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-005,P0,YES,IMP-090,WP06,REQT-PRD-SCORE-005,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,C3 Advanced = 15 points.,Owning code/config is implemented; `REQT-PRD-SCORE-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-006,P0,YES,IMP-091,WP06,REQT-PRD-SCORE-006,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,C4 Expert = 40 points.,Owning code/config is implemented; `REQT-PRD-SCORE-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-007,P0,YES,IMP-092,WP06,REQT-PRD-SCORE-007,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,C5 System / AI Engineering = 100 points.,Owning code/config is implemented; `REQT-PRD-SCORE-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-008,P0,YES,IMP-093,WP06,REQT-PRD-SCORE-008,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.2,Evidence signals guide C-level classification but are not mechanically summed into score.,Owning code/config is implemented; `REQT-PRD-SCORE-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-009,P0,YES,IMP-094,WP06,REQT-PRD-SCORE-009,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.2; §7.4,Number of AI tools alone does not increase Complexity without a connected workflow.,Owning code/config is implemented; `REQT-PRD-SCORE-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-010,P0,YES,IMP-095,WP06,REQT-PRD-SCORE-010,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.4,"Role, personal skill, recipient status, description verbosity and inferred prestige must not affect Complexity.",Owning code/config is implemented; `REQT-PRD-SCORE-010` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-SCORE-011,P0,YES,IMP-096,WP06,REQT-PRD-SCORE-011,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: Appendix C,Processing must record prompt/model/rubric version identifiers so rule changes do not silently change historical records.,Owning code/config is implemented; `REQT-PRD-SCORE-011` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-001,P0,YES,IMP-097,WP07,REQT-PRD-HP-001,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,HP range is 0–100.,Owning code/config is implemented; `REQT-PRD-HP-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-002,P0,YES,IMP-098,WP07,REQT-PRD-HP-002,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,HP 80–100 = Happy/energetic state.,Owning code/config is implemented; `REQT-PRD-HP-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-003,P0,YES,IMP-099,WP07,REQT-PRD-HP-003,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,HP 60–79 = Normal.,Owning code/config is implemented; `REQT-PRD-HP-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-004,P0,YES,IMP-100,WP07,REQT-PRD-HP-004,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,HP 40–59 = Bored.,Owning code/config is implemented; `REQT-PRD-HP-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-005,P0,YES,IMP-101,WP07,REQT-PRD-HP-005,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,HP 20–39 = Tired.,Owning code/config is implemented; `REQT-PRD-HP-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-006,P0,YES,IMP-102,WP07,REQT-PRD-HP-006,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,HP 1–19 = Very Weak.,Owning code/config is implemented; `REQT-PRD-HP-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-007,P0,YES,IMP-103,WP07,REQT-PRD-HP-007,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,HP 0 = Coma.,Owning code/config is implemented; `REQT-PRD-HP-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-008,P0,YES,IMP-104,WP07,REQT-PRD-HP-008,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.2,Business-day calculations use Saint Petersburg calendar/date with day close at 23:59.,Owning code/config is implemented; `REQT-PRD-HP-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-009,P0,YES,IMP-105,WP07,REQT-PRD-HP-009,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.2,A working day with no registered tasks applies -30 HP after day close.,Owning code/config is implemented; `REQT-PRD-HP-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-010,P0,YES,IMP-106,WP07,REQT-PRD-HP-010,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.2,"Daily base recovery uses the day's maximum Complexity: C1 +10, C2 +15, C3 +25, C4 +35, C5 +45.",Owning code/config is implemented; `REQT-PRD-HP-010` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-011,P0,YES,IMP-107,WP07,REQT-PRD-HP-011,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.2,Each additional valid task beyond the day's maximum-Complexity task adds +2 HP; HP stays capped at 100.,Owning code/config is implemented; `REQT-PRD-HP-011` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-012,P0,YES,IMP-108,WP07,REQT-PRD-HP-012,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.2,"Weekends, corporate non-working days and active vacation do not change HP.",Owning code/config is implemented; `REQT-PRD-HP-012` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-013,P0,YES,IMP-109,WP07,REQT-PRD-HP-013,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.3,At HP=0 the pet enters Coma and never permanently dies.,Owning code/config is implemented; `REQT-PRD-HP-013` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-014,P0,YES,IMP-110,WP07,REQT-PRD-HP-014,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.3,"Coma exit requires at least two active working days: first starts recovery, second exits to Very Weak.",Owning code/config is implemented; `REQT-PRD-HP-014` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-015,P0,YES,IMP-111,WP07,REQT-PRD-HP-015,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.3,One C5 task cannot instantly exit Coma.,Owning code/config is implemented; `REQT-PRD-HP-015` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HP-016,P0,YES,IMP-112,WP07,REQT-PRD-HP-016,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.4,Employee can manually toggle vacation without retroactive effect; vacation freezes HP/streak but does not recalculate Monthly Goals.,Owning code/config is implemented; `REQT-PRD-HP-016` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-STR-001,P0,YES,IMP-113,WP07,REQT-PRD-STR-001,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10,An active working day has at least one registered task and increases streak by at most 1.,Owning code/config is implemented; `REQT-PRD-STR-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-STR-002,P0,YES,IMP-114,WP07,REQT-PRD-STR-002,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10,A working day without tasks resets current streak.,Owning code/config is implemented; `REQT-PRD-STR-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-STR-003,P0,YES,IMP-115,WP07,REQT-PRD-STR-003,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10,"Weekends, corporate non-working days and vacation freeze streak without increasing it.",Owning code/config is implemented; `REQT-PRD-STR-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-STR-004,P0,YES,IMP-116,WP07,REQT-PRD-STR-004,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10,Store current streak and personal best streak.,Owning code/config is implemented; `REQT-PRD-STR-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-STR-005,P0,YES,IMP-117,WP07,REQT-PRD-STR-005,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10.1,Streak XP rewards occur only on one-time lifetime milestones.,Owning code/config is implemented; `REQT-PRD-STR-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-STR-006,P0,YES,IMP-118,WP07,REQT-PRD-STR-006,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10.1,Working milestone baseline: days 5/10/20/40/80/160 → Evolution XP +5/+10/+20/+40/+80/+150.,Owning code/config is implemented; `REQT-PRD-STR-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EVO-001,P0,YES,IMP-119,WP07,REQT-PRD-EVO-001,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.1,Evolution XP is irreversible lifetime progress and never decreases.,Owning code/config is implemented; `REQT-PRD-EVO-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EVO-002,P0,YES,IMP-120,WP07,REQT-PRD-EVO-002,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.1,"HP decline, Coma and annual leaderboard reset do not reduce Evolution XP or evolution stage.",Owning code/config is implemented; `REQT-PRD-EVO-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EVO-003,P0,YES,IMP-121,WP07,REQT-PRD-EVO-003,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.2,Evolution XP = Lifetime Task Score + Goal XP + Streak Milestone XP + Achievement XP.,Owning code/config is implemented; `REQT-PRD-EVO-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EVO-004,P0,YES,IMP-122,WP07,REQT-PRD-EVO-004,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.2,Task Score converts to Evolution XP 1:1.,Owning code/config is implemented; `REQT-PRD-EVO-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EVO-005,P0,YES,IMP-123,WP07,REQT-PRD-EVO-005,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.3,"Working evolution threshold baseline is E1=0, E2=250, E3=750, E4=2000, E5=5000 XP.",Owning code/config is implemented; `REQT-PRD-EVO-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EVO-006,P0,YES,IMP-124,WP07,REQT-PRD-EVO-006,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §11.3,Evolution stage names/thresholds are balance/content parameters requiring simulation before production freeze; current values remain baseline until explicitly changed.,Owning code/config is implemented; `REQT-PRD-EVO-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EVO-007,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-125,WP07,REQT-PRD-EVO-007,QA-S04,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: §11,"Evolution branch mechanics remain part of product logic, while final branch-specific visual art is not production-frozen.",Owning code/config is implemented; `REQT-PRD-EVO-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
PRD-GOAL-001,P0,YES,IMP-126,WP08,REQT-PRD-GOAL-001,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.1,Monthly Goal setup is mandatory when the monthly setup gate is active and blocks main-interface entry until complete.,Owning code/config is implemented; `REQT-PRD-GOAL-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-002,P0,YES,IMP-127,WP08,REQT-PRD-GOAL-002,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.1,System generates exactly five personalized measurable goal options; employee selects two.,Owning code/config is implemented; `REQT-PRD-GOAL-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-003,P0,YES,IMP-128,WP08,REQT-PRD-GOAL-003,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.1,System assigns the third goal automatically; it cannot be replaced or rejected.,Owning code/config is implemented; `REQT-PRD-GOAL-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-004,P0,YES,IMP-129,WP08,REQT-PRD-GOAL-004,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.1,Personalization uses employee history; for a new employee only available context/universal assumptions may be used without inventing experience.,Owning code/config is implemented; `REQT-PRD-GOAL-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-005,P0,YES,IMP-130,WP08,REQT-PRD-GOAL-005,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.1,First authorization mid-month triggers immediate goal setup without proration.,Owning code/config is implemented; `REQT-PRD-GOAL-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-006,P0,YES,IMP-131,WP08,REQT-PRD-GOAL-006,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.2,Each human-readable goal has a machine-readable rule executable by backend logic.,Owning code/config is implemented; `REQT-PRD-GOAL-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-007,P0,YES,IMP-132,WP08,REQT-PRD-GOAL-007,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.2,The system is not required to explain why the mandatory third goal was assigned.,Owning code/config is implemented; `REQT-PRD-GOAL-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-008,P0,YES,IMP-133,WP08,REQT-PRD-GOAL-008,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.3,Each new task is automatically matched against active goals; one task may advance multiple goals.,Owning code/config is implemented; `REQT-PRD-GOAL-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-009,P0,YES,IMP-134,WP08,REQT-PRD-GOAL-009,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.3,Goal progress updates in real time and reaching target immediately marks the goal complete.,Owning code/config is implemented; `REQT-PRD-GOAL-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-010,P0,YES,IMP-135,WP08,REQT-PRD-GOAL-010,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.3,Overachievement provides no additional goal bonus.,Owning code/config is implemented; `REQT-PRD-GOAL-010` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-011,P0,YES,IMP-136,WP08,REQT-PRD-GOAL-011,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.3,"Vacation does not reduce goal thresholds, extend the period or penalize failure.",Owning code/config is implemented; `REQT-PRD-GOAL-011` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-012,P0,YES,IMP-137,WP08,REQT-PRD-GOAL-012,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.4,Previous month closes on the first working day of the new month; bonuses and Monthly Recap are generated then.,Owning code/config is implemented; `REQT-PRD-GOAL-012` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
