item_id,work_package_id,wave,requirement_id,feature_group_id,title,implementation_action,owning_module,primary_layer,priority,scope_bucket,dependencies,acceptance_criteria,test_ids,qa_suite_id,source,feature_flag,external_gate,done_condition,implementation_status
IMP-075,WP06,3,PRD-TASK-017,FG-AICASE,Task date equals application registration date and cannot be backdated.,Implement the smallest owning-module slice that satisfies: Task date equals application registration date and cannot be backdated.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Task date equals application registration date and cannot be backdated.,REQT-PRD-TASK-017,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TASK-017` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-076,WP06,3,PRD-TASK-018,FG-AICASE,Editing a task creates/recalculates a new version; historical versions remain preserved.,Implement the smallest owning-module slice that satisfies: Editing a task creates/recalculates a new version; historical versions remain preserved.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Editing a task creates/recalculates a new version; historical versions remain preserved.,REQT-PRD-TASK-018,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §24; Appendix C,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TASK-018` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-077,WP06,3,PRD-TASK-019,FG-AICASE,Soft deletion excludes a task from current views/calculations while retaining audit/version history and ledger correctio,Implement the smallest owning-module slice that satisfies: Soft deletion excludes a task from current views/calculations while retaining audit/version history and ledger correction semantics.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Soft deletion excludes a task from current views/calculations while retaining audit/version history and ledger correction semantics.,REQT-PRD-TASK-019,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15; §24; Appendix C,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TASK-019` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-078,WP06,3,PRD-AI-001,FG-AICASE,"Plausibility state vocabulary includes valid, ambiguous, capability_conflict, internal_contradiction and insufficient_da","Implement the smallest owning-module slice that satisfies: Plausibility state vocabulary includes valid, ambiguous, capability_conflict, internal_contradiction and insufficient_data.",case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,"Plausibility state vocabulary includes valid, ambiguous, capability_conflict, internal_contradiction and insufficient_data.",REQT-PRD-AI-001,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AI-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-079,WP06,3,PRD-AI-002,FG-AICASE,"Clarification questions are one at a time, brief, non-repetitive and asked only when they can affect correctness/classif","Implement the smallest owning-module slice that satisfies: Clarification questions are one at a time, brief, non-repetitive and asked only when they can affect correctness/classification.",case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,"Clarification questions are one at a time, brief, non-repetitive and asked only when they can affect correctness/classification.",REQT-PRD-AI-002,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AI-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-080,WP06,3,PRD-AI-003,FG-AICASE,"The maximum of three questions is shared across plausibility, duplicate and Complexity clarification.","Implement the smallest owning-module slice that satisfies: The maximum of three questions is shared across plausibility, duplicate and Complexity clarification.",case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,"The maximum of three questions is shared across plausibility, duplicate and Complexity clarification.",REQT-PRD-AI-003,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AI-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-081,WP06,3,PRD-AI-004,FG-AICASE,"Clarification priority is plausibility/task semantics and missing facts, then Complexity evidence; duplicate check consu","Implement the smallest owning-module slice that satisfies: Clarification priority is plausibility/task semantics and missing facts, then Complexity evidence; duplicate check consumes the same limit.",case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,"Clarification priority is plausibility/task semantics and missing facts, then Complexity evidence; duplicate check consumes the same limit.",REQT-PRD-AI-004,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AI-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-082,WP06,3,PRD-AI-005,FG-AICASE,"After three questions, unresolved ambiguity does not penalize the employee; scoring proceeds.","Implement the smallest owning-module slice that satisfies: After three questions, unresolved ambiguity does not penalize the employee; scoring proceeds.",case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,"After three questions, unresolved ambiguity does not penalize the employee; scoring proceeds.",REQT-PRD-AI-005,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AI-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-083,WP06,3,PRD-AI-006,FG-AICASE,The system must not label an employee statement as a lie or accuse the employee.,Implement the smallest owning-module slice that satisfies: The system must not label an employee statement as a lie or accuse the employee.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,The system must not label an employee statement as a lie or accuse the employee.,REQT-PRD-AI-006,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AI-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-084,WP06,3,PRD-AI-007,FG-AICASE,High similarity to a recent task may trigger a question whether it is a separate execution.,Implement the smallest owning-module slice that satisfies: High similarity to a recent task may trigger a question whether it is a separate execution.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,High similarity to a recent task may trigger a question whether it is a separate execution.,REQT-PRD-AI-007,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AI-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-085,WP06,3,PRD-AI-008,FG-AICASE,"If employee confirms a separate execution, both tasks score independently; similarity alone cannot deny points.","Implement the smallest owning-module slice that satisfies: If employee confirms a separate execution, both tasks score independently; similarity alone cannot deny points.",case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,"If employee confirms a separate execution, both tasks score independently; similarity alone cannot deny points.",REQT-PRD-AI-008,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §8.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AI-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-086,WP06,3,PRD-SCORE-001,FG-AICASE,Complexity is the only base scoring dimension; business importance is not a separate scoring factor.,Implement the smallest owning-module slice that satisfies: Complexity is the only base scoring dimension; business importance is not a separate scoring factor.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Complexity is the only base scoring dimension; business importance is not a separate scoring factor.,REQT-PRD-SCORE-001,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-087,WP06,3,PRD-SCORE-002,FG-AICASE,LLM/classifier selects only C1–C5; backend deterministic logic assigns numerical points.,Implement the smallest owning-module slice that satisfies: LLM/classifier selects only C1–C5; backend deterministic logic assigns numerical points.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,LLM/classifier selects only C1–C5; backend deterministic logic assigns numerical points.,REQT-PRD-SCORE-002,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1; Appendix C,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-088,WP06,3,PRD-SCORE-003,FG-AICASE,C1 Basic = 1 point.,Implement the smallest owning-module slice that satisfies: C1 Basic = 1 point.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,C1 Basic = 1 point.,REQT-PRD-SCORE-003,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-089,WP06,3,PRD-SCORE-004,FG-AICASE,C2 Standard = 5 points.,Implement the smallest owning-module slice that satisfies: C2 Standard = 5 points.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,C2 Standard = 5 points.,REQT-PRD-SCORE-004,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-090,WP06,3,PRD-SCORE-005,FG-AICASE,C3 Advanced = 15 points.,Implement the smallest owning-module slice that satisfies: C3 Advanced = 15 points.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,C3 Advanced = 15 points.,REQT-PRD-SCORE-005,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-091,WP06,3,PRD-SCORE-006,FG-AICASE,C4 Expert = 40 points.,Implement the smallest owning-module slice that satisfies: C4 Expert = 40 points.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,C4 Expert = 40 points.,REQT-PRD-SCORE-006,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-092,WP06,3,PRD-SCORE-007,FG-AICASE,C5 System / AI Engineering = 100 points.,Implement the smallest owning-module slice that satisfies: C5 System / AI Engineering = 100 points.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,C5 System / AI Engineering = 100 points.,REQT-PRD-SCORE-007,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-093,WP06,3,PRD-SCORE-008,FG-AICASE,Evidence signals guide C-level classification but are not mechanically summed into score.,Implement the smallest owning-module slice that satisfies: Evidence signals guide C-level classification but are not mechanically summed into score.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Evidence signals guide C-level classification but are not mechanically summed into score.,REQT-PRD-SCORE-008,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-094,WP06,3,PRD-SCORE-009,FG-AICASE,Number of AI tools alone does not increase Complexity without a connected workflow.,Implement the smallest owning-module slice that satisfies: Number of AI tools alone does not increase Complexity without a connected workflow.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Number of AI tools alone does not increase Complexity without a connected workflow.,REQT-PRD-SCORE-009,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.2; §7.4,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-095,WP06,3,PRD-SCORE-010,FG-AICASE,"Role, personal skill, recipient status, description verbosity and inferred prestige must not affect Complexity.","Implement the smallest owning-module slice that satisfies: Role, personal skill, recipient status, description verbosity and inferred prestige must not affect Complexity.",case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,"Role, personal skill, recipient status, description verbosity and inferred prestige must not affect Complexity.",REQT-PRD-SCORE-010,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: §7.4,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-010` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-096,WP06,3,PRD-SCORE-011,FG-AICASE,Processing must record prompt/model/rubric version identifiers so rule changes do not silently change historical records,Implement the smallest owning-module slice that satisfies: Processing must record prompt/model/rubric version identifiers so rule changes do not silently change historical records.,case-workflow/task/ai-api,backend,P0,MVP_IN,WP04;WP05;WP02,Processing must record prompt/model/rubric version identifiers so rule changes do not silently change historical records.,REQT-PRD-SCORE-011,QA-S03,TZ_AI_Tamagotchi_v1.0 (1).docx :: Appendix C,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCORE-011` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-097,WP07,3,PRD-HP-001,FG-GAME,HP range is 0–100.,Implement the smallest owning-module slice that satisfies: HP range is 0–100.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,HP range is 0–100.,REQT-PRD-HP-001,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-098,WP07,3,PRD-HP-002,FG-GAME,HP 80–100 = Happy/energetic state.,Implement the smallest owning-module slice that satisfies: HP 80–100 = Happy/energetic state.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,HP 80–100 = Happy/energetic state.,REQT-PRD-HP-002,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-099,WP07,3,PRD-HP-003,FG-GAME,HP 60–79 = Normal.,Implement the smallest owning-module slice that satisfies: HP 60–79 = Normal.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,HP 60–79 = Normal.,REQT-PRD-HP-003,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-100,WP07,3,PRD-HP-004,FG-GAME,HP 40–59 = Bored.,Implement the smallest owning-module slice that satisfies: HP 40–59 = Bored.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,HP 40–59 = Bored.,REQT-PRD-HP-004,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-101,WP07,3,PRD-HP-005,FG-GAME,HP 20–39 = Tired.,Implement the smallest owning-module slice that satisfies: HP 20–39 = Tired.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,HP 20–39 = Tired.,REQT-PRD-HP-005,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-102,WP07,3,PRD-HP-006,FG-GAME,HP 1–19 = Very Weak.,Implement the smallest owning-module slice that satisfies: HP 1–19 = Very Weak.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,HP 1–19 = Very Weak.,REQT-PRD-HP-006,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-103,WP07,3,PRD-HP-007,FG-GAME,HP 0 = Coma.,Implement the smallest owning-module slice that satisfies: HP 0 = Coma.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,HP 0 = Coma.,REQT-PRD-HP-007,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-104,WP07,3,PRD-HP-008,FG-GAME,Business-day calculations use Saint Petersburg calendar/date with day close at 23:59.,Implement the smallest owning-module slice that satisfies: Business-day calculations use Saint Petersburg calendar/date with day close at 23:59.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,Business-day calculations use Saint Petersburg calendar/date with day close at 23:59.,REQT-PRD-HP-008,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-105,WP07,3,PRD-HP-009,FG-GAME,A working day with no registered tasks applies -30 HP after day close.,Implement the smallest owning-module slice that satisfies: A working day with no registered tasks applies -30 HP after day close.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,A working day with no registered tasks applies -30 HP after day close.,REQT-PRD-HP-009,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-106,WP07,3,PRD-HP-010,FG-GAME,"Daily base recovery uses the day's maximum Complexity: C1 +10, C2 +15, C3 +25, C4 +35, C5 +45.","Implement the smallest owning-module slice that satisfies: Daily base recovery uses the day's maximum Complexity: C1 +10, C2 +15, C3 +25, C4 +35, C5 +45.",game-engine/progression,backend,P0,MVP_IN,WP02;WP06,"Daily base recovery uses the day's maximum Complexity: C1 +10, C2 +15, C3 +25, C4 +35, C5 +45.",REQT-PRD-HP-010,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-010` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-107,WP07,3,PRD-HP-011,FG-GAME,Each additional valid task beyond the day's maximum-Complexity task adds +2 HP; HP stays capped at 100.,Implement the smallest owning-module slice that satisfies: Each additional valid task beyond the day's maximum-Complexity task adds +2 HP; HP stays capped at 100.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,Each additional valid task beyond the day's maximum-Complexity task adds +2 HP; HP stays capped at 100.,REQT-PRD-HP-011,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-011` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-108,WP07,3,PRD-HP-012,FG-GAME,"Weekends, corporate non-working days and active vacation do not change HP.","Implement the smallest owning-module slice that satisfies: Weekends, corporate non-working days and active vacation do not change HP.",game-engine/progression,backend,P0,MVP_IN,WP02;WP06,"Weekends, corporate non-working days and active vacation do not change HP.",REQT-PRD-HP-012,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-012` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-109,WP07,3,PRD-HP-013,FG-GAME,At HP=0 the pet enters Coma and never permanently dies.,Implement the smallest owning-module slice that satisfies: At HP=0 the pet enters Coma and never permanently dies.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,At HP=0 the pet enters Coma and never permanently dies.,REQT-PRD-HP-013,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-013` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-110,WP07,3,PRD-HP-014,FG-GAME,"Coma exit requires at least two active working days: first starts recovery, second exits to Very Weak.","Implement the smallest owning-module slice that satisfies: Coma exit requires at least two active working days: first starts recovery, second exits to Very Weak.",game-engine/progression,backend,P0,MVP_IN,WP02;WP06,"Coma exit requires at least two active working days: first starts recovery, second exits to Very Weak.",REQT-PRD-HP-014,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-014` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-111,WP07,3,PRD-HP-015,FG-GAME,One C5 task cannot instantly exit Coma.,Implement the smallest owning-module slice that satisfies: One C5 task cannot instantly exit Coma.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,One C5 task cannot instantly exit Coma.,REQT-PRD-HP-015,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-015` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-112,WP07,3,PRD-HP-016,FG-GAME,Employee can manually toggle vacation without retroactive effect; vacation freezes HP/streak but does not recalculate Mo,Implement the smallest owning-module slice that satisfies: Employee can manually toggle vacation without retroactive effect; vacation freezes HP/streak but does not recalculate Monthly Goals.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,Employee can manually toggle vacation without retroactive effect; vacation freezes HP/streak but does not recalculate Monthly Goals.,REQT-PRD-HP-016,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §9.4,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HP-016` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-113,WP07,3,PRD-STR-001,FG-GAME,An active working day has at least one registered task and increases streak by at most 1.,Implement the smallest owning-module slice that satisfies: An active working day has at least one registered task and increases streak by at most 1.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,An active working day has at least one registered task and increases streak by at most 1.,REQT-PRD-STR-001,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-STR-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-114,WP07,3,PRD-STR-002,FG-GAME,A working day without tasks resets current streak.,Implement the smallest owning-module slice that satisfies: A working day without tasks resets current streak.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,A working day without tasks resets current streak.,REQT-PRD-STR-002,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-STR-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-115,WP07,3,PRD-STR-003,FG-GAME,"Weekends, corporate non-working days and vacation freeze streak without increasing it.","Implement the smallest owning-module slice that satisfies: Weekends, corporate non-working days and vacation freeze streak without increasing it.",game-engine/progression,backend,P0,MVP_IN,WP02;WP06,"Weekends, corporate non-working days and vacation freeze streak without increasing it.",REQT-PRD-STR-003,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-STR-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-116,WP07,3,PRD-STR-004,FG-GAME,Store current streak and personal best streak.,Implement the smallest owning-module slice that satisfies: Store current streak and personal best streak.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,Store current streak and personal best streak.,REQT-PRD-STR-004,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-STR-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-117,WP07,3,PRD-STR-005,FG-GAME,Streak XP rewards occur only on one-time lifetime milestones.,Implement the smallest owning-module slice that satisfies: Streak XP rewards occur only on one-time lifetime milestones.,game-engine/progression,backend,P0,MVP_IN,WP02;WP06,Streak XP rewards occur only on one-time lifetime milestones.,REQT-PRD-STR-005,QA-S04,TZ_AI_Tamagotchi_v1.0 (1).docx :: §10.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-STR-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
